Product_ID,Product_Name,Category_ID,Subcategory,Unit_Price,Unit_Cost
PROD-1248,Monitor Mount Arm Gen-2,CAT-02,Furnishings,665.87,425.5
PROD-1249,Folding Chair Set 4-Pack Gen-4,CAT-02,Chairs,241.59,196.59
PROD-1250,5-Shelf Bookcase Wood Gen-2,CAT-02,Bookcases,174.23,88.73
PROD-1251,Heavy Duty Shelving Unit Gen-4,CAT-03,Storage,342.93,278.61
PROD-1252,Document Scanner HighSpeed Gen-4,CAT-01,Machines,214.94,136.03
PROD-1253,Drawer Organizer Tray Gen-3,CAT-03,Storage,503.08,323.63
PROD-1254,Epson WorkForce Pro Gen-3,CAT-01,Copiers,242.63,201.86
PROD-1255,Ricoh IM C3000 Gen-5,CAT-01,Copiers,395.07,321.23
PROD-1256,Xerox Altalink Copier Gen-3,CAT-01,Copiers,414.84,315.11
PROD-1257,Xiaomi Redmi Note Gen-3,CAT-01,Phones,182.24,132.26
PROD-1258,L-Shaped Corner Desk Gen-4,CAT-02,Tables,145.63,86.69
PROD-1259,L-Shaped Corner Desk Gen-3,CAT-02,Tables,653.89,440.94
PROD-1260,iPhone 15 Pro Gen-2,CAT-01,Phones,403.0,303.08
PROD-1261,L-Shaped Corner Desk Gen-4,CAT-02,Tables,218.31,129.52
PROD-1262,Wall Clock Modern Gen-2,CAT-02,Furnishings,535.38,300.55
PROD-1263,Epson WorkForce Pro Gen-5,CAT-01,Copiers,312.68,213.13
PROD-1264,Monitor Mount Arm Gen-5,CAT-02,Furnishings,593.05,313.71
PROD-1265,Drafting Pens Precision Gen-5,CAT-03,Art,317.54,190.86
PROD-1266,Webcam 1080p Gen-4,CAT-01,Accessories,492.22,409.65
PROD-1267,Self-Seal Mailing Envelopes Gen-4,CAT-03,Envelopes,223.23,153.79
PROD-1268,Desktop Organizer Tiered Gen-4,CAT-03,Storage,678.66,566.23
PROD-1269,Mesh Task Chair Gen-5,CAT-02,Chairs,384.65,238.69
PROD-1270,iPhone 15 Pro Gen-2,CAT-01,Phones,566.89,402.15
PROD-1271,Sheet Protectors 100-Pack Gen-4,CAT-03,Binders,71.43,35.77
PROD-1272,Conference Room Table Gen-4,CAT-02,Tables,91.44,55.79
PROD-1273,Ruled Notepad Set 5-Pack Gen-2,CAT-03,Paper,634.11,470.32
PROD-1274,Desktop Organizer Tiered Gen-4,CAT-03,Storage,588.46,460.35
PROD-1275,Ricoh IM C3000 Gen-5,CAT-01,Copiers,784.66,640.42
PROD-1276,Heavy Duty View Binder Gen-5,CAT-03,Binders,50.76,37.28
PROD-1277,Desk Pad Leather Gen-3,CAT-02,Furnishings,152.65,106.67
PROD-1278,Self-Seal Mailing Envelopes Gen-4,CAT-03,Envelopes,162.15,87.62
PROD-1279,Bubble Mailers Pack 25 Gen-4,CAT-03,Envelopes,598.6,310.8
PROD-1280,Metal Frame Bookshelf Gen-5,CAT-02,Bookcases,519.19,377.74
PROD-1281,Drawer Organizer Tray Gen-4,CAT-03,Storage,390.04,315.83
PROD-1282,Modular Storage Bookcase Gen-5,CAT-02,Bookcases,462.22,361.17
PROD-1283,Canon ImageRUNNER Gen-2,CAT-01,Copiers,592.91,404.4
PROD-1284,Monitor Mount Arm Gen-3,CAT-02,Furnishings,339.83,224.86
PROD-1285,Floating Shelf Set 3-Pack Gen-4,CAT-02,Bookcases,427.86,354.56
PROD-1286,Heavy Duty Shelving Unit Gen-2,CAT-03,Storage,616.08,394.71
PROD-1287,Label Maker Wireless Gen-2,CAT-01,Machines,787.43,605.45
PROD-1288,Heavy Duty Shelving Unit Gen-2,CAT-03,Storage,588.49,294.93
PROD-1289,Monitor Mount Arm Gen-2,CAT-02,Furnishings,683.73,513.1
PROD-1290,3D Printer Pro Gen-4,CAT-01,Machines,729.17,376.1
PROD-1291,Nokia G310 Gen-2,CAT-01,Phones,108.31,90.41
PROD-1292,Google Pixel 8 Gen-4,CAT-01,Phones,474.96,400.78
PROD-1293,Anti-Fatigue Floor Mat Gen-4,CAT-02,Furnishings,723.94,612.61
PROD-1294,Heavy Duty Shelving Unit Gen-2,CAT-03,Storage,523.22,372.9
PROD-1295,Writing Desk Wood Gen-2,CAT-02,Tables,149.46,86.26
PROD-1296,Floating Shelf Set 3-Pack Gen-2,CAT-02,Bookcases,55.7,46.74
PROD-1297,Bluetooth Headphones Gen-3,CAT-01,Accessories,795.98,446.44
PROD-1298,Sketchbook Spiral Bound Gen-5,CAT-03,Art,559.86,310.09
PROD-1299,Window Business Envelopes Gen-3,CAT-03,Envelopes,434.21,307.22
PROD-1300,Xerox Altalink Copier Gen-5,CAT-01,Copiers,703.19,416.96
PROD-1301,Google Pixel 8 Gen-2,CAT-01,Phones,764.96,613.3
PROD-1302,Ruled Notepad Set 5-Pack Gen-5,CAT-03,Paper,590.82,353.6
PROD-1303,Pocket Folder Pack 10-Pack Gen-2,CAT-03,Binders,48.54,33.32
PROD-1304,Heavy Duty Paper Shredder Gen-2,CAT-01,Machines,793.27,413.71
PROD-1305,Executive Leather Chair Gen-3,CAT-02,Chairs,661.5,411.28
PROD-1306,Window Business Envelopes Gen-5,CAT-03,Envelopes,589.79,402.5
PROD-1307,USB-C Hub Multiport Gen-2,CAT-01,Accessories,136.72,84.34
PROD-1308,Samsung Galaxy S24 Gen-5,CAT-01,Phones,93.61,69.71
PROD-1309,Clasp Kraft Envelopes Gen-4,CAT-03,Envelopes,769.44,510.07
PROD-1310,Sketchbook Spiral Bound Gen-4,CAT-03,Art,657.76,381.51
PROD-1311,Colored Pencils 48-Pack Gen-5,CAT-03,Art,449.38,343.7
PROD-1312,Drafting Pens Precision Gen-2,CAT-03,Art,497.37,419.49
PROD-1313,Colored Pencils 48-Pack Gen-5,CAT-03,Art,17.17,13.5
PROD-1314,Metal Frame Bookshelf Gen-5,CAT-02,Bookcases,351.47,279.08
PROD-1315,Window Business Envelopes Gen-5,CAT-03,Envelopes,633.16,355.08
PROD-1316,Anti-Fatigue Floor Mat Gen-2,CAT-02,Furnishings,141.44,108.89
PROD-1317,Standing Desk Electric Gen-3,CAT-02,Tables,55.76,29.34
PROD-1318,L-Shaped Corner Desk Gen-5,CAT-02,Tables,362.31,263.27
PROD-1319,Heavy Duty Paper Shredder Gen-4,CAT-01,Machines,27.48,16.85
PROD-1320,Heavy Duty View Binder Gen-3,CAT-03,Binders,10.81,6.01
PROD-1321,3D Printer Pro Gen-4,CAT-01,Machines,90.73,72.49
PROD-1322,Window Business Envelopes Gen-4,CAT-03,Envelopes,245.72,195.1
PROD-1323,Monitor Mount Arm Gen-3,CAT-02,Furnishings,113.75,91.43
PROD-1324,Xiaomi Redmi Note Gen-3,CAT-01,Phones,341.58,247.13
PROD-1325,Ruled Notepad Set 5-Pack Gen-5,CAT-03,Paper,787.34,506.47
PROD-1326,Metal Frame Bookshelf Gen-2,CAT-02,Bookcases,178.35,91.12
PROD-1327,Modular Storage Bookcase Gen-3,CAT-02,Bookcases,383.84,321.99
PROD-1328,iPhone SE Gen-3,CAT-01,Phones,623.51,479.99
PROD-1329,Anti-Fatigue Floor Mat Gen-5,CAT-02,Furnishings,639.47,385.57
PROD-1330,Modular Storage Bookcase Gen-3,CAT-02,Bookcases,639.26,427.37
PROD-1331,Sticky Notes 3x3 Pack Gen-5,CAT-03,Paper,205.56,142.96
PROD-1332,Cash Register Terminal Gen-5,CAT-01,Machines,469.76,279.11
PROD-1333,Self-Seal Mailing Envelopes Gen-5,CAT-03,Envelopes,19.18,10.08
PROD-1334,Folding Work Bench Gen-2,CAT-02,Tables,240.41,178.68
PROD-1335,Executive Leather Chair Gen-2,CAT-02,Chairs,389.6,209.11
PROD-1336,Ricoh IM C3000 Gen-3,CAT-01,Copiers,498.34,371.69
PROD-1337,Desk Pad Leather Gen-2,CAT-02,Furnishings,418.99,222.38
PROD-1338,Drafting Stool Gen-3,CAT-02,Chairs,72.08,46.05
PROD-1339,Metal Frame Bookshelf Gen-3,CAT-02,Bookcases,554.68,432.76
PROD-1340,Modular Storage Bookcase Gen-4,CAT-02,Bookcases,92.61,66.93
PROD-1341,A4 Copy Paper Ream Gen-3,CAT-03,Paper,51.06,35.2
PROD-1342,Monitor Mount Arm Gen-4,CAT-02,Furnishings,628.9,449.22
PROD-1343,Index Dividers 8-Tab Gen-3,CAT-03,Binders,446.87,316.88
PROD-1344,Corner Bookshelf Unit Gen-3,CAT-02,Bookcases,42.2,23.52
PROD-1345,Colored Pencils 48-Pack Gen-2,CAT-03,Art,205.21,114.06
PROD-1346,Acrylic Paint Set 24-Colors Gen-5,CAT-03,Art,780.93,482.55
PROD-1347,External Hard Drive 2TB Gen-3,CAT-01,Accessories,530.38,357.67
PROD-1348,Writing Desk Wood Gen-2,CAT-02,Tables,190.48,161.66
PROD-1349,Index Dividers 8-Tab Gen-2,CAT-03,Binders,167.64,123.73
PROD-1350,5-Shelf Bookcase Wood Gen-2,CAT-02,Bookcases,673.96,378.07
PROD-1351,Drafting Pens Precision Gen-5,CAT-03,Art,678.53,488.59
PROD-1352,Waste Basket Metal Mesh Gen-5,CAT-02,Furnishings,41.69,33.5
PROD-1353,Cricut Cutting Machine Gen-3,CAT-01,Machines,582.95,390.77
PROD-1354,Colored Pencils 48-Pack Gen-4,CAT-03,Art,343.16,204.83
PROD-1355,L-Shaped Corner Desk Gen-5,CAT-02,Tables,176.42,126.68
PROD-1356,Wireless Mouse Gen-5,CAT-01,Accessories,113.94,85.52
PROD-1357,Metal Frame Bookshelf Gen-4,CAT-02,Bookcases,197.66,166.03
PROD-1358,Moto G Power Gen-5,CAT-01,Phones,398.9,233.97
PROD-1359,Laptop Cooling Stand Gen-3,CAT-01,Accessories,416.71,260.75
PROD-1360,Graph Paper Notebook Gen-4,CAT-03,Paper,256.6,164.14
PROD-1361,Xiaomi Redmi Note Gen-5,CAT-01,Phones,474.85,336.93
PROD-1362,Webcam 1080p Gen-3,CAT-01,Accessories,195.39,158.13
PROD-1363,LED Desk Lamp USB Gen-2,CAT-02,Furnishings,364.53,267.67
PROD-1364,OnePlus 12 Gen-2,CAT-01,Phones,474.43,394.73
PROD-1365,Waste Basket Metal Mesh Gen-2,CAT-02,Furnishings,38.97,29.53
PROD-1366,iPhone 15 Pro Gen-4,CAT-01,Phones,567.25,372.25
PROD-1367,Desktop Organizer Tiered Gen-3,CAT-03,Storage,98.42,58.5
PROD-1368,External Hard Drive 2TB Gen-4,CAT-01,Accessories,749.92,385.29
PROD-1369,Window Business Envelopes Gen-4,CAT-03,Envelopes,79.96,42.87
PROD-1370,LED Desk Lamp USB Gen-4,CAT-02,Furnishings,323.93,216.37
PROD-1371,Dual Tip Brush Pens Gen-4,CAT-03,Art,514.9,413.86
PROD-1372,Heavy Duty View Binder Gen-4,CAT-03,Binders,280.7,192.64
PROD-1373,Gaming Chair with Support Gen-4,CAT-02,Chairs,566.7,323.39
PROD-1374,Ergonomic Office Chair Gen-3,CAT-02,Chairs,587.36,325.78
PROD-1375,Laptop Cooling Stand Gen-4,CAT-01,Accessories,211.69,154.87
PROD-1376,Metal Frame Bookshelf Gen-3,CAT-02,Bookcases,23.84,13.96
PROD-1377,Sticky Notes 3x3 Pack Gen-5,CAT-03,Paper,99.36,77.34
PROD-1378,Google Pixel 8 Gen-5,CAT-01,Phones,753.29,594.64
PROD-1379,Samsung Galaxy S24 Gen-5,CAT-01,Phones,285.37,158.59
PROD-1380,5-Shelf Bookcase Wood Gen-2,CAT-02,Bookcases,694.49,588.7
PROD-1381,iPhone SE Gen-3,CAT-01,Phones,238.06,128.12
PROD-1382,Ricoh IM C3000 Gen-3,CAT-01,Copiers,741.28,484.32
PROD-1383,Ergonomic Office Chair Gen-2,CAT-02,Chairs,260.58,209.54
PROD-1384,Standing Desk Electric Gen-3,CAT-02,Tables,269.42,194.14
PROD-1385,Clasp Kraft Envelopes Gen-2,CAT-03,Envelopes,316.96,208.26
PROD-1386,Bluetooth Headphones Gen-5,CAT-01,Accessories,21.59,15.23
PROD-1387,Conference Room Table Gen-2,CAT-02,Tables,609.88,411.76
PROD-1388,LED Desk Lamp USB Gen-3,CAT-02,Furnishings,388.55,197.76
PROD-1389,Heavy Duty Paper Shredder Gen-5,CAT-01,Machines,325.07,228.54
PROD-1390,Heavy Duty View Binder Gen-2,CAT-03,Binders,575.24,392.56
PROD-1391,Pocket Folder Pack 10-Pack Gen-4,CAT-03,Binders,719.44,421.03
PROD-1392,Heavy Duty Shelving Unit Gen-3,CAT-03,Storage,388.55,220.73
PROD-1393,Heavy Duty Paper Shredder Gen-4,CAT-01,Machines,235.05,142.8
PROD-1394,Colored Pencils 48-Pack Gen-2,CAT-03,Art,576.93,369.22
PROD-1395,Folding Chair Set 4-Pack Gen-3,CAT-02,Chairs,153.11,113.06
PROD-1396,Self-Seal Mailing Envelopes Gen-5,CAT-03,Envelopes,458.18,270.23
PROD-1397,5-Shelf Bookcase Wood Gen-4,CAT-02,Bookcases,305.07,208.75
PROD-1398,Window Business Envelopes Gen-2,CAT-03,Envelopes,708.52,410.82
PROD-1399,Sketchbook Spiral Bound Gen-5,CAT-03,Art,295.01,241.04
PROD-1400,Xerox Altalink Copier Gen-4,CAT-01,Copiers,626.62,373.58
PROD-1401,Dual Tip Brush Pens Gen-2,CAT-03,Art,85.47,61.4
PROD-1402,Drafting Pens Precision Gen-3,CAT-03,Art,142.73,108.18
PROD-1403,External Hard Drive 2TB Gen-4,CAT-01,Accessories,85.61,43.51
PROD-1404,Desktop Organizer Tiered Gen-2,CAT-03,Storage,193.24,123.06
PROD-1405,Canon ImageRUNNER Gen-2,CAT-01,Copiers,790.35,432.92
PROD-1406,Metal Frame Bookshelf Gen-2,CAT-02,Bookcases,348.28,261.61
PROD-1407,Desktop Organizer Tiered Gen-5,CAT-03,Storage,486.54,300.7
PROD-1408,Catalog Envelopes Pack Gen-4,CAT-03,Envelopes,77.67,63.14
PROD-1409,3D Printer Pro Gen-5,CAT-01,Machines,189.06,118.02
PROD-1410,OnePlus 12 Gen-4,CAT-01,Phones,63.41,49.47
PROD-1411,Cash Register Terminal Gen-5,CAT-01,Machines,478.32,353.02
PROD-1412,Xerox Altalink Copier Gen-5,CAT-01,Copiers,160.36,83.12
PROD-1413,Standing Desk Electric Gen-5,CAT-02,Tables,796.43,522.64
PROD-1414,LED Desk Lamp USB Gen-4,CAT-02,Furnishings,766.52,430.29
PROD-1415,Colored Cardstock Pack Gen-5,CAT-03,Paper,86.37,56.8
PROD-1416,Label Maker Wireless Gen-3,CAT-01,Machines,785.18,523.09
PROD-1417,Bluetooth Headphones Gen-5,CAT-01,Accessories,779.59,395.26
PROD-1418,Moto G Power Gen-3,CAT-01,Phones,421.56,302.79
PROD-1419,Ruled Notepad Set 5-Pack Gen-3,CAT-03,Paper,662.59,512.65
PROD-1420,Brother Monochrome Copier Gen-3,CAT-01,Copiers,249.47,147.71
PROD-1421,Samsung Galaxy S24 Gen-4,CAT-01,Phones,750.2,520.51
PROD-1422,File Drawer Storage Box Gen-4,CAT-03,Storage,484.47,329.68
PROD-1423,Modular Storage Bookcase Gen-4,CAT-02,Bookcases,682.63,391.13
PROD-1424,Ricoh IM C3000 Gen-5,CAT-01,Copiers,655.79,415.26
PROD-1425,Folding Work Bench Gen-5,CAT-02,Tables,646.68,502.15
PROD-1426,Stackable Guest Chair Gen-3,CAT-02,Chairs,328.35,184.12
PROD-1427,Colored Pencils 48-Pack Gen-3,CAT-03,Art,462.7,382.4
PROD-1428,Moto G Power Gen-2,CAT-01,Phones,257.84,183.64
PROD-1429,Monitor Mount Arm Gen-4,CAT-02,Furnishings,665.17,406.51
PROD-1430,Canon ImageRUNNER Gen-2,CAT-01,Copiers,536.38,291.05
PROD-1431,Desk Pad Leather Gen-5,CAT-02,Furnishings,193.72,102.28
PROD-1432,Laptop Cooling Stand Gen-4,CAT-01,Accessories,702.12,419.32
PROD-1433,Wall Clock Modern Gen-4,CAT-02,Furnishings,23.97,17.04
PROD-1434,Pocket Folder Pack 10-Pack Gen-3,CAT-03,Binders,626.8,414.27
PROD-1435,Metal Frame Bookshelf Gen-2,CAT-02,Bookcases,55.65,41.36
PROD-1436,3-Ring Binder 2-Inch Gen-3,CAT-03,Binders,122.38,66.39
PROD-1437,Modular Storage Bookcase Gen-5,CAT-02,Bookcases,498.26,359.55
PROD-1438,Xiaomi Redmi Note Gen-5,CAT-01,Phones,184.43,103.43
PROD-1439,Metal Frame Bookshelf Gen-3,CAT-02,Bookcases,113.26,91.78
PROD-1440,Webcam 1080p Gen-4,CAT-01,Accessories,425.15,284.24
PROD-1441,Moto G Power Gen-3,CAT-01,Phones,771.42,452.83
PROD-1442,Window Business Envelopes Gen-4,CAT-03,Envelopes,610.63,334.62
PROD-1443,iPhone SE Gen-2,CAT-01,Phones,19.58,11.44
PROD-1444,Epson WorkForce Pro Gen-4,CAT-01,Copiers,768.07,515.18
PROD-1445,Document Scanner HighSpeed Gen-4,CAT-01,Machines,368.96,293.52
PROD-1446,Ricoh IM C3000 Gen-5,CAT-01,Copiers,128.54,78.88
PROD-1447,Anti-Fatigue Floor Mat Gen-3,CAT-02,Furnishings,306.95,195.85
PROD-1448,Mesh Task Chair Gen-2,CAT-02,Chairs,714.75,596.36
PROD-1449,iPhone 15 Pro Gen-2,CAT-01,Phones,649.02,341.87
PROD-1450,Conference Room Table Gen-5,CAT-02,Tables,209.92,162.35
PROD-1451,Acrylic Paint Set 24-Colors Gen-2,CAT-03,Art,365.6,211.84
PROD-1452,Clasp Kraft Envelopes Gen-4,CAT-03,Envelopes,93.5,79.09
PROD-1453,Heavy Duty Paper Shredder Gen-2,CAT-01,Machines,40.04,30.48
PROD-1454,USB Flash Drive 128GB Gen-5,CAT-01,Accessories,93.24,47.78
PROD-1455,Cricut Cutting Machine Gen-5,CAT-01,Machines,374.94,317.6
PROD-1456,Sheet Protectors 100-Pack Gen-2,CAT-03,Binders,156.3,87.67
PROD-1457,Ricoh IM C3000 Gen-3,CAT-01,Copiers,613.85,363.87
PROD-1458,Plastic Storage Totes 4-Pack Gen-2,CAT-03,Storage,243.4,187.23
PROD-1459,HP LaserJet Enterprise Gen-5,CAT-01,Copiers,18.24,10.75
PROD-1460,Ergonomic Office Chair Gen-4,CAT-02,Chairs,768.26,512.73
PROD-1461,L-Shaped Corner Desk Gen-3,CAT-02,Tables,108.93,72.55
PROD-1462,Drafting Stool Gen-5,CAT-02,Chairs,737.03,502.85
PROD-1463,Metal Frame Bookshelf Gen-4,CAT-02,Bookcases,277.23,228.67
PROD-1464,Nokia G310 Gen-2,CAT-01,Phones,351.34,229.7
PROD-1465,Drafting Table Adjustable Gen-5,CAT-02,Tables,200.15,108.59
PROD-1466,Ruled Notepad Set 5-Pack Gen-4,CAT-03,Paper,235.87,185.3
PROD-1467,Sticky Notes 3x3 Pack Gen-2,CAT-03,Paper,735.95,432.95
PROD-1468,Folding Chair Set 4-Pack Gen-4,CAT-02,Chairs,675.18,509.74
PROD-1469,Desktop Organizer Tiered Gen-2,CAT-03,Storage,262.85,200.72
PROD-1470,Wall Clock Modern Gen-2,CAT-02,Furnishings,585.08,314.64
PROD-1471,Desktop Organizer Tiered Gen-4,CAT-03,Storage,772.45,518.27
PROD-1472,Xerox Altalink Copier Gen-4,CAT-01,Copiers,608.97,462.94
PROD-1473,Pocket Folder Pack 10-Pack Gen-2,CAT-03,Binders,84.07,59.02
PROD-1474,USB Flash Drive 128GB Gen-2,CAT-01,Accessories,374.63,188.54
PROD-1475,Wireless Mouse Gen-5,CAT-01,Accessories,229.54,130.35
PROD-1476,Writing Desk Wood Gen-3,CAT-02,Tables,255.63,194.23
PROD-1477,Sheet Protectors 100-Pack Gen-2,CAT-03,Binders,553.43,349.4
PROD-1478,Conference Room Table Gen-3,CAT-02,Tables,673.57,533.09
PROD-1479,Mesh Task Chair Gen-5,CAT-02,Chairs,609.35,449.35
PROD-1480,Pocket Folder Pack 10-Pack Gen-5,CAT-03,Binders,108.52,68.9
PROD-1481,Monitor Mount Arm Gen-2,CAT-02,Furnishings,478.51,304.83
PROD-1482,Wall Clock Modern Gen-5,CAT-02,Furnishings,32.97,18.41
PROD-1483,OnePlus 12 Gen-2,CAT-01,Phones,327.84,264.24
PROD-1484,Floating Shelf Set 3-Pack Gen-5,CAT-02,Bookcases,468.19,326.1
PROD-1485,LED Desk Lamp USB Gen-5,CAT-02,Furnishings,483.5,343.65
PROD-1486,Graph Paper Notebook Gen-3,CAT-03,Paper,56.26,34.71
PROD-1487,L-Shaped Corner Desk Gen-5,CAT-02,Tables,633.01,431.11
PROD-1488,Cash Register Terminal Gen-3,CAT-01,Machines,269.27,175.54
PROD-1489,Plastic Storage Totes 4-Pack Gen-4,CAT-03,Storage,482.6,365.56
PROD-1490,Cash Register Terminal Gen-5,CAT-01,Machines,517.63,335.13
PROD-1491,Index Dividers 8-Tab Gen-5,CAT-03,Binders,313.23,219.31
PROD-1492,OnePlus 12 Gen-2,CAT-01,Phones,296.17,182.76
PROD-1493,Ruled Notepad Set 5-Pack Gen-4,CAT-03,Paper,561.16,463.16
PROD-1494,Mechanical Keyboard Gen-2,CAT-01,Accessories,683.66,395.8
PROD-1495,Heavy Duty Paper Shredder Gen-5,CAT-01,Machines,389.92,254.35
PROD-1496,Cash Register Terminal Gen-4,CAT-01,Machines,508.62,263.18
PROD-1497,5-Shelf Bookcase Wood Gen-2,CAT-02,Bookcases,626.37,314.73
PROD-1498,Drafting Table Adjustable Gen-5,CAT-02,Tables,113.77,72.77
PROD-1499,Heavy Duty Paper Shredder Gen-3,CAT-01,Machines,64.48,33.53
PROD-1500,Anti-Fatigue Floor Mat Gen-3,CAT-02,Furnishings,227.73,176.6
